,Victims,Crime_Type,Police District Name,Block Address,City,State,Zip Code,Agency,Place,Sector,Beat,PRA,Address Number,Street Prefix,Street Name,Street Suffix,Street Type,Latitude,Longitude,Police District Number,Second,Minute,Hour,Week,Day,Month,Year
176901,1,Crime Against Property,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,N,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,45,12,1,1,1,2019
177433,1,Crime Against Society,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Street - Residential,G,3G1,94.0,8100.0,E,GEORGIA,W,AVE,38.990640348,-77.026675328,3D,0,5,14,42,18,10,2018
177562,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,321.0,11100.0,W,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,59,0,51,23,12,2018
178322,1,Crime Against Property,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,0,18,44,3,11,2018
178439,1,Crime Against Person,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,N,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,34,18,50,12,12,2018
178444,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,324.0,11100.0,N,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,11,15,37,13,9,2018
178860,1,Crime Against Property,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,S,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,58,15,39,27,9,2018
178925,1,Crime Against Property,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,MCPD,Parking Lot - Commercial,R,6R1,548.0,700.0,E,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,0,9,7,12,2,2019
179989,1,Other,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,W,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,4,1,41,13,10,2018
180185,1,Other,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,N,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,52,12,44,3,11,2018
180357,1,Crime Against Property,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,N,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,30,2,18,4,5,2019
180741,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,N,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,51,11,51,17,12,2018
181026,2,Crime Against Person,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,N,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,49,0,23,4,6,2019
181550,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,324.0,11100.0,N,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,50,1,47,25,11,2018
181757,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,N,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,54,11,22,2,6,2019
182008,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,E,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,0,13,43,25,10,2018
182129,1,Crime Against Property,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,MCPD,Parking Lot - Commercial,R,6R1,548.0,700.0,W,RUSSELL,E,AVE,39.150669959,-77.204063076,6D,0,0,17,3,18,1,2019
182242,1,Other,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Residence - Apartment/Condo,G,3G1,94.0,8100.0,E,GEORGIA,E,AVE,38.990640348,-77.026675328,3D,0,31,6,50,15,12,2018
182248,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,E,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,47,16,21,22,5,2019
182525,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,N,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,27,15,43,27,10,2018
182904,1,Crime Against Property,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,MCPD,Parking Lot - Commercial,R,6R1,548.0,700.0,N,RUSSELL,E,AVE,39.150669959,-77.204063076,6D,0,50,19,41,13,10,2018
183120,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,324.0,11200.0,N,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,46,23,46,16,11,2018
183191,1,Crime Against Person,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,GPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,E,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,15,13,36,8,9,2018
183259,1,Crime Against Property,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,27,1,22,30,5,2019
183614,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,W,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,30,18,51,17,12,2018
183793,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,321.0,11100.0,E,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,5,0,50,14,12,2018
183800,1,Other,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,E,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,15,13,52,27,12,2018
184432,1,Crime Against Person,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,N,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,0,15,50,16,12,2018
184434,1,Crime Against Property,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,MCPD,Parking Lot - Commercial,R,6R1,548.0,700.0,N,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,0,20,36,6,9,2018
184683,1,Crime Against Property,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,N,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,0,13,36,7,9,2018
184841,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,W,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,0,20,11,14,3,2019
185153,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,324.0,11200.0,W,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,12,2,1,1,1,2019
185157,1,Crime Against Property,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,324.0,11200.0,W,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,0,15,44,1,11,2018
185198,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,N,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,25,16,37,16,9,2018
185226,1,Crime Against Property,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,N,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,8,14,52,26,12,2018
185234,1,Crime Against Person,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,321.0,11100.0,N,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,51,15,37,16,9,2018
185679,1,Crime Against Person,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,E,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,8,16,3,19,1,2019
186005,2,Crime Against Person,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Street - Residential,G,3G1,94.0,8100.0,W,GEORGIA,E,AVE,38.990640348,-77.026675328,3D,0,19,8,36,7,9,2018
186040,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,E,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,39,16,22,28,5,2019
186133,1,Other,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,N,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,48,20,37,12,9,2018
186543,1,Crime Against Person,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,W,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,22,15,40,7,10,2018
186565,1,Crime Against Property,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,324.0,11200.0,W,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,30,14,15,13,4,2019
186654,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,324.0,11100.0,E,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,18,19,44,3,11,2018
187476,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,324.0,11200.0,N,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,10,16,13,25,3,2019
187596,2,Crime Against Person,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Parking Lot - Commercial,G,3G1,94.0,8100.0,N,GEORGIA,E,AVE,38.990640348,-77.026675328,3D,0,35,17,19,10,5,2019
187874,1,Crime Against Property,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,MCPD,Parking Lot - Commercial,R,6R1,548.0,700.0,N,RUSSELL,E,AVE,39.150669959,-77.204063076,6D,0,30,1,4,26,1,2019
188061,1,Other,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence -Townhouse/Duplex,L,4L2,324.0,11200.0,E,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,25,9,16,15,4,2019
188205,1,Crime Against Property,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20901.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,E,AVE,39.039814085,-76.990643605,3D,0,0,19,5,2,2,2019
188346,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,N,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,59,16,1,2,1,2019
189192,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,33,15,14,6,4,2019
189809,1,Other,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,N,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,49,6,49,3,12,2018
190423,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,N,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,50,18,16,15,4,2019
190449,1,Other,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,N,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,40,15,22,2,6,2019
190642,1,Crime Against Society,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,MCPD,Parking Lot - Commercial,R,6R1,548.0,700.0,W,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,18,19,7,15,2,2019
190745,1,Crime Against Property,SILVER SPRING,8600 BLK  COLESVILLE RD,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G1,108.0,8600.0,S,COLESVILLE,W,RD,38.996081210999996,-77.02813565,3D,0,13,22,44,3,11,2018
190901,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,13,10,12,22,3,2019
191004,1,Crime Against Person,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,148.0,11200.0,N,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,22,19,12,22,3,2019
191168,1,Crime Against Property,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Residence - Apartment/Condo,G,3G1,94.0,8100.0,N,GEORGIA,W,AVE,38.990640348,-77.026675328,3D,0,3,20,18,30,4,2019
191320,1,Crime Against Property,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Residence - Driveway,G,3G1,94.0,8100.0,E,GEORGIA,W,AVE,38.990640348,-77.026675328,3D,0,4,11,14,2,4,2019
191348,1,Other,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,E,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,30,18,19,12,5,2019
191858,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,324.0,11100.0,N,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,51,17,39,29,9,2018
191943,1,Crime Against Person,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,MCPD,Parking Lot - Commercial,R,6R1,548.0,700.0,W,RUSSELL,E,AVE,39.150669959,-77.204063076,6D,0,18,19,7,15,2,2019
192094,1,Crime Against Property,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,0,15,15,10,4,2019
192185,1,Crime Against Property,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,E,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,0,9,47,25,11,2018
192247,1,Other,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Parking Lot - Commercial,R,6R1,548.0,700.0,W,RUSSELL,E,AVE,39.150669959,-77.204063076,6D,0,49,16,3,20,1,2019
192480,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,321.0,11100.0,E,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,25,15,1,31,12,2018
192698,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,321.0,11100.0,S,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,39,13,47,23,11,2018
192875,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,W,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,57,11,49,3,12,2018
192936,1,Crime Against Person,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,324.0,11200.0,E,GEORGIA,NE,AVE,39.038699795999996,-77.050903788,4D,0,35,17,11,11,3,2019
193205,1,Crime Against Property,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,MCPD,Parking Lot - Commercial,R,6R1,548.0,700.0,W,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,25,10,45,10,11,2018
193243,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,N,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,22,15,40,7,10,2018
193524,1,Other,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Residence - Apartment/Condo,G,3G1,94.0,8100.0,E,GEORGIA,W,AVE,38.990640348,-77.026675328,3D,0,0,18,51,18,12,2018
193541,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,27,15,40,4,10,2018
193637,2,Other,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,E,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,50,15,41,13,10,2018
193642,1,Crime Against Person,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,E,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,8,5,51,22,12,2018
194099,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,W,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,0,17,49,5,12,2018
194419,1,Other,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,E,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,30,17,11,17,3,2019
194436,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Street - In vehicle,M,5M1,701.0,20900.0,E,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,21,18,43,27,10,2018
194496,1,Crime Against Society,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Street - Residential,G,3G1,94.0,8100.0,N,GEORGIA,E,AVE,38.990640348,-77.026675328,3D,0,19,8,36,7,9,2018
194658,2,Crime Against Person,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,44,13,42,21,10,2018
195267,1,Crime Against Person,SILVER SPRING,8600 BLK  COLESVILLE RD,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G1,109.0,8600.0,N,COLESVILLE,W,RD,38.996081210999996,-77.02813565,3D,0,51,13,12,18,3,2019
195636,1,Crime Against Person,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,S,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,50,12,38,19,9,2018
196847,1,Crime Against Person,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Street - In vehicle,M,5M1,701.0,20900.0,N,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,0,5,14,3,4,2019
196855,1,Crime Against Property,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,N,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,24,13,8,19,2,2019
196937,1,Crime Against Person,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Street - In vehicle,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,22,4,10,6,3,2019
197169,1,Other,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Street - Residential,G,3G1,94.0,8100.0,N,GEORGIA,W,AVE,38.990640348,-77.026675328,3D,0,4,11,14,2,4,2019
197199,1,Crime Against Person,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,324.0,11200.0,N,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,30,14,15,13,4,2019
197319,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,31,18,14,1,4,2019
197942,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,N,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,57,12,9,1,3,2019
199102,1,Crime Against Property,SILVER SPRING,8600 BLK  COLESVILLE RD,SILVER SPRING,MD,20910.0,MCPD,Parking Lot - Commercial,G,3G1,109.0,8600.0,W,COLESVILLE,E,RD,38.996081210999996,-77.02813565,3D,0,45,23,18,3,5,2019
199230,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,324.0,11100.0,E,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,0,15,19,12,5,2019
199505,1,Other,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Parking Lot - Commercial,R,6R1,548.0,700.0,S,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,33,18,43,25,10,2018
199847,1,Crime Against Property,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,W,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,38,15,2,12,1,2019
199937,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,NE,AVE,39.039818289,-76.99061525100001,3D,0,31,20,41,10,10,2018
200057,1,Crime Against Property,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Residential,L,4L2,324.0,11200.0,N,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,0,18,1,31,12,2018
200546,1,Crime Against Person,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,W,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,0,16,1,2,1,2019
200642,1,Crime Against Property,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,E,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,56,14,9,26,2,2019
200815,1,Other,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,N,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,6,19,10,6,3,2019
201221,1,Crime Against Person,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,E,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,8,5,51,22,12,2018
201265,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,S,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,15,16,10,4,3,2019
201397,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,324.0,11200.0,N,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,54,16,46,14,11,2018
201516,1,Crime Against Property,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,15,10,24,11,6,2019
